LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
AS9J0QJ6NH,48,51614,178042,359,26,2,13.45,12,0.56,High School,Self-employed,Married,No,Yes,Business,Yes,0
08KEL5BN44,47,103833,243937,448,12,3,8.81,36,0.81,PhD,Self-employed,Married,Yes,Yes,Other,No,0
JO1DBFC5W1,63,114397,62771,396,41,2,4.45,48,0.11,Master's,Full-time,Married,No,Yes,Business,Yes,0
J6UBGPSWUF,37,128658,169021,671,32,3,11.05,12,0.51,PhD,Unemployed,Divorced,No,Yes,Business,No,0
TH9OVIN5LI,56,99863,90275,598,36,4,6.74,24,0.73,Bachelor's,Self-employed,Divorced,Yes,No,Other,Yes,0
I58MIJN1I1,29,139582,59342,619,51,2,18.56,12,0.14,Master's,Full-time,Divorced,No,No,Other,No,0
0QKBMB4Q1F,66,26758,196384,428,16,2,7.48,24,0.49,Master's,Part-time,Divorced,Yes,No,Auto,Yes,0
OEUFKIG7VK,34,42644,14605,447,42,2,4.69,60,0.71,High School,Full-time,Single,No,No,Other,No,0
COKK3GJ15H,59,51101,230310,672,59,2,13.27,36,0.13,High School,Full-time,Divorced,Yes,Yes,Other,Yes,1
E0ENSLHCHP,47,66339,160467,626,17,2,16.7,12,0.51,PhD,Full-time,Divorced,No,Yes,Auto,No,0
EMOOAECU40,46,116888,31237,439,29,1,8.12,48,0.8,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,0
I5YHZCI02R,36,118693,47910,777,43,3,22.26,12,0.52,Bachelor's,Unemployed,Married,No,No,Auto,No,0
X3KEL7JJBX,63,79088,120194,362,115,1,18.66,12,0.13,High School,Self-employed,Divorced,No,Yes,Auto,No,0
BEMIOE1MSA,28,134904,8161,342,69,4,3.72,60,0.3,Master's,Unemployed,Single,No,No,Business,No,0
ZX8G9A15E6,51,143996,221011,417,66,1,12.09,60,0.1,Master's,Unemployed,Single,Yes,No,Home,Yes,0
AHPYL8ZBNC,67,29255,50759,782,61,2,4.51,36,0.81,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,0
8EOP17YY43,24,55489,231711,503,97,3,7.89,24,0.13,Bachelor's,Self-employed,Married,No,No,Home,Yes,0
AL3DQODUWV,61,129624,228813,714,99,3,7.83,36,0.78,Master's,Part-time,Married,Yes,No,Auto,Yes,0
HN9X2B39FN,51,32159,192441,830,81,2,11.91,36,0.69,High School,Self-employed,Single,Yes,No,Auto,No,0
LIP5FGQTYP,37,103807,10883,563,22,3,21.02,60,0.25,PhD,Self-employed,Single,No,Yes,Home,No,0
CBX54BBERQ,67,116380,14957,747,59,4,22.48,12,0.89,Master's,Self-employed,Divorced,No,No,Auto,Yes,0
G2PTFEH1JI,55,39028,222708,587,82,2,3.62,36,0.74,PhD,Part-time,Divorced,Yes,No,Home,Yes,0
2O95ORZ0IB,41,144405,133441,549,58,2,16.54,36,0.22,Master's,Full-time,Married,Yes,Yes,Auto,Yes,0
I199HQAIMW,27,38997,203061,505,111,3,9.37,60,0.46,Bachelor's,Self-employed,Married,Yes,No,Education,Yes,0
OEZEBT64B2,49,76652,217342,344,11,2,17.35,60,0.9,Master's,Part-time,Divorced,Yes,Yes,Education,No,0
IYAZB0YZ0B,69,22923,129734,411,83,2,14.12,36,0.76,Master's,Full-time,Single,Yes,Yes,Education,Yes,0
L0YL0TRT33,32,48351,233342,493,102,2,9.57,36,0.53,PhD,Full-time,Single,No,Yes,Education,Yes,0
SMVPULBUAO,54,139466,239950,550,15,2,12.85,48,0.76,PhD,Self-employed,Divorced,No,Yes,Education,No,0
CWSG79140B,37,72192,183442,768,62,1,24.85,12,0.36,Master's,Part-time,Married,Yes,Yes,Other,Yes,0
3293MRBHNZ,20,31598,44282,451,54,3,9.86,60,0.62,PhD,Unemployed,Married,No,No,Other,No,0
6PIRN1U33T,54,113892,85902,416,101,3,14.07,24,0.65,PhD,Unemployed,Single,No,Yes,Business,No,0
1Q4ZITM2NI,57,125230,11686,557,64,3,7.08,60,0.7,PhD,Self-employed,Married,No,No,Auto,Yes,0
RLO9D5TM1W,25,131828,20943,566,61,4,24.11,60,0.76,Bachelor's,Self-employed,Single,No,Yes,Education,No,1
IIFV8QDKNW,57,20552,191854,478,20,3,13.8,60,0.4,High School,Unemployed,Divorced,Yes,Yes,Other,Yes,0
VQ5WE596PQ,61,82117,159241,594,15,4,7.86,24,0.26,Bachelor's,Full-time,Married,No,No,Other,Yes,0
ZBOBJMI0KQ,40,125859,222255,787,98,2,17.22,48,0.83,High School,Full-time,Single,Yes,Yes,Business,No,0
GXVLW8K9GH,57,83376,167385,651,24,2,15.67,24,0.74,PhD,Unemployed,Married,Yes,Yes,Home,Yes,0
2TLQYEC6WJ,28,72568,188679,741,11,4,21.3,12,0.89,High School,Unemployed,Married,No,No,Other,Yes,1
6Q5DNAMB9H,63,92854,194013,611,24,2,18.91,36,0.75,High School,Part-time,Married,No,No,Other,Yes,0
YTNR4VJU08,25,106877,156638,562,47,3,19.4,24,0.43,High School,Part-time,Married,No,No,Other,Yes,0
LQIUMXASH7,46,50111,150277,520,73,4,3.48,48,0.58,Master's,Full-time,Married,No,No,Other,Yes,0
9ADD4XWA6S,47,114952,99850,579,75,2,17.07,48,0.83,High School,Unemployed,Single,Yes,Yes,Education,No,0
MGJCK0Y1KQ,27,93739,240101,403,56,3,2.55,48,0.9,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,No,0
SVMV38123A,56,145226,174960,493,6,1,19.01,24,0.31,Bachelor's,Unemployed,Married,No,No,Education,Yes,0
7870K5TEJL,45,22678,215906,771,35,3,8.81,24,0.73,Master's,Unemployed,Single,No,Yes,Business,Yes,0
4D2246UP45,66,16440,166199,733,116,2,6.84,36,0.29,High School,Full-time,Married,No,No,Business,Yes,0
3AQBDU9H18,53,37652,45403,337,56,3,7.0,60,0.54,High School,Self-employed,Married,Yes,Yes,Other,Yes,0
ENDLTGE349,30,22080,106593,719,84,4,8.59,12,0.16,Bachelor's,Unemployed,Married,No,No,Education,Yes,0
6J2IV3QZUF,49,39613,106248,811,68,2,21.78,48,0.39,PhD,Full-time,Single,No,No,Education,Yes,0
B0RCSHM7GL,53,49189,76879,820,39,2,4.08,48,0.57,High School,Self-employed,Single,No,No,Home,No,0
AUF01VCY5C,54,61907,92145,819,91,3,9.75,60,0.23,High School,Unemployed,Single,Yes,No,Auto,Yes,0
2LERC3TP7Q,43,20865,205069,570,85,4,20.75,36,0.81,Master's,Unemployed,Single,Yes,No,Home,Yes,1
7UT3HWN2RC,39,123109,78599,640,82,3,14.37,12,0.86,Master's,Self-employed,Divorced,No,No,Business,No,0
T7WC3OBC58,21,83751,15584,754,14,2,11.57,24,0.87,High School,Part-time,Divorced,Yes,No,Education,No,0
SNENON52UE,48,132898,137032,332,49,1,19.66,12,0.16,PhD,Unemployed,Single,Yes,No,Other,Yes,0
Q070EJ1777,35,48083,222173,620,109,2,24.97,60,0.3,Master's,Full-time,Single,Yes,Yes,Education,Yes,0
8NMFRBIRUT,55,94700,220942,486,0,2,24.73,48,0.38,Bachelor's,Unemployed,Single,No,No,Home,No,1
2GWMIJUTPM,41,117080,35989,300,68,4,6.72,60,0.24,PhD,Part-time,Married,No,Yes,Auto,Yes,0
TY3M8VDH7I,40,88798,93306,779,85,1,11.37,60,0.34,Master's,Full-time,Divorced,Yes,Yes,Education,No,0
SSVJ9I3ZUU,39,59508,171829,352,118,1,11.02,60,0.79,High School,Unemployed,Married,Yes,No,Home,No,0
3TM1RLC4I6,19,27728,49825,600,34,3,19.83,48,0.73,Bachelor's,Self-employed,Married,Yes,No,Other,No,0
8MZ3X9CD05,48,117653,83740,532,45,4,18.5,60,0.2,Master's,Unemployed,Divorced,Yes,No,Home,Yes,0
WP1FFYL3SZ,28,47711,183805,675,107,3,20.77,12,0.5,Bachelor's,Part-time,Single,Yes,Yes,Education,No,1
0JHJ7JMM75,45,132213,141712,803,86,2,13.79,36,0.12,PhD,Full-time,Divorced,No,No,Home,No,0
HE00BSDT2M,63,120660,174663,806,15,1,12.65,24,0.51,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,0
78RZS43U10,49,149086,192648,798,94,1,13.79,12,0.46,High School,Full-time,Single,No,Yes,Education,Yes,0
T2ZV088S9M,22,105867,198212,674,9,3,18.59,48,0.33,Master's,Part-time,Married,Yes,No,Home,Yes,0
TTFGY5ACER,55,58723,224937,417,36,3,11.81,60,0.81,PhD,Self-employed,Married,No,Yes,Education,No,0
7TJTGEQH84,27,42828,100828,311,28,4,11.82,24,0.21,Bachelor's,Full-time,Married,Yes,No,Auto,Yes,0
6JLSHB0ZYF,57,41962,157864,543,99,2,2.3,24,0.3,Master's,Part-time,Divorced,Yes,No,Home,No,0
88H13Y3ZWQ,63,20804,63666,415,17,1,15.49,36,0.16,High School,Self-employed,Married,No,Yes,Other,No,0
J3Z34A27LR,41,86423,99253,670,34,2,14.19,48,0.21,High School,Part-time,Divorced,No,Yes,Education,No,0
3JAS2SZY94,52,101909,37226,762,55,3,10.87,60,0.16,PhD,Full-time,Divorced,Yes,No,Education,Yes,0
R5B3QBJP1K,61,25725,245549,543,12,3,21.81,36,0.27,Bachelor's,Unemployed,Married,Yes,No,Home,Yes,0
82P4OWRKOG,65,108462,223714,341,47,4,9.69,60,0.3,Bachelor's,Unemployed,Married,Yes,No,Auto,No,0
V1T07S8HK9,40,71997,72540,685,58,3,17.15,60,0.21,Bachelor's,Self-employed,Married,No,Yes,Education,No,0
194RJLF21P,34,36706,139669,806,72,4,8.91,12,0.39,PhD,Unemployed,Single,Yes,Yes,Auto,No,1
IWPCVOTZVU,18,33619,43059,805,5,3,10.99,36,0.32,Master's,Self-employed,Divorced,Yes,Yes,Auto,No,0
J1IVWLKMNT,48,64303,102451,553,79,3,23.25,48,0.52,High School,Full-time,Married,No,No,Home,No,0
PCZL7M85J9,48,128761,171582,748,78,3,10.95,60,0.61,High School,Full-time,Single,Yes,No,Education,Yes,0
8LT5BXSBEV,59,86026,146721,649,104,3,12.05,36,0.3,Bachelor's,Full-time,Divorced,No,Yes,Other,Yes,1
XWDXPRZF7X,59,100357,47998,413,49,4,23.62,48,0.76,PhD,Self-employed,Divorced,Yes,Yes,Business,Yes,0
UTHLL6Y0AW,51,149490,31811,848,55,3,3.94,24,0.74,Master's,Part-time,Single,No,No,Auto,Yes,0
VSAQDIS9J1,26,147659,116529,527,106,3,12.17,24,0.8,Master's,Unemployed,Divorced,Yes,No,Education,Yes,0
QG8PF94Z6S,39,58408,191647,756,47,2,4.01,48,0.63,PhD,Part-time,Married,Yes,No,Education,No,0
GPSXHOMDHY,30,37690,175876,662,47,1,24.88,48,0.88,PhD,Self-employed,Single,Yes,No,Auto,Yes,0
R1DCW9A16G,42,126789,145340,329,48,4,17.91,60,0.42,Bachelor's,Part-time,Single,No,No,Auto,No,0
3AK2BKDTL0,65,136573,156036,329,19,3,2.4,60,0.53,Master's,Full-time,Divorced,No,No,Education,No,0
F48PAC2X5C,35,116179,134499,650,23,4,4.57,60,0.26,Master's,Self-employed,Divorced,No,Yes,Auto,No,0
AJ5MN0EDWN,68,133037,42227,313,79,3,12.7,60,0.47,PhD,Part-time,Single,Yes,Yes,Home,No,0
WMOCAP60KV,29,148421,161577,316,105,2,6.85,12,0.72,Master's,Full-time,Single,No,No,Business,Yes,0
V319L6EGKI,57,99502,192856,515,44,1,4.67,36,0.12,Bachelor's,Part-time,Married,Yes,No,Education,Yes,0
LAUPWDY4E3,34,93263,6583,809,88,2,14.01,24,0.26,PhD,Self-employed,Divorced,No,No,Auto,Yes,0
DES1NXYSWN,32,134726,106652,505,94,1,6.89,36,0.74,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0
6Y0ZFL7UML,59,119481,67305,414,116,3,8.41,48,0.71,High School,Self-employed,Single,No,Yes,Home,Yes,0
UYN159BZUT,32,112852,152082,401,39,1,14.62,60,0.26,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,0
BNUC1OR9CH,32,147188,27974,366,52,1,20.21,36,0.75,Master's,Full-time,Divorced,Yes,Yes,Education,Yes,0
3RVWARS6NW,56,36765,223844,518,90,3,23.72,12,0.13,High School,Full-time,Married,No,Yes,Home,Yes,0
PJ31VK06AW,30,104816,132442,370,44,2,7.73,48,0.19,High School,Self-employed,Single,Yes,No,Other,Yes,0
R8V8PHGGDY,34,138521,139933,789,21,4,2.72,48,0.84,Bachelor's,Unemployed,Married,Yes,No,Home,Yes,0
W2BQA1ES6Y,49,42274,113238,756,84,1,8.41,48,0.17,PhD,Unemployed,Divorced,No,Yes,Education,No,0
E7JY38BF2Z,26,52892,226166,787,25,3,22.96,60,0.17,PhD,Part-time,Divorced,Yes,No,Auto,No,0
WOE4WUNJ8X,57,97559,45339,404,92,2,5.32,48,0.21,Master's,Part-time,Single,No,Yes,Auto,No,0
HREUMJ26X4,37,46025,144949,404,10,1,6.82,36,0.18,Master's,Full-time,Divorced,Yes,No,Business,No,0
MTDNXI9AJ5,43,38223,103356,695,28,1,4.72,48,0.38,Bachelor's,Part-time,Married,No,No,Education,Yes,0
MXVEKB2MFS,44,97031,85650,762,25,4,19.2,48,0.68,Bachelor's,Self-employed,Married,Yes,No,Auto,Yes,0
SWMT65LFTE,38,84094,31007,523,105,2,2.87,60,0.43,High School,Part-time,Divorced,Yes,Yes,Home,No,0
QQ04UFM3HQ,35,15525,213074,515,88,3,15.78,12,0.76,High School,Self-employed,Divorced,No,Yes,Education,Yes,0
MEF8KSGOG6,30,58714,170461,623,59,4,13.28,36,0.12,PhD,Unemployed,Married,Yes,No,Education,No,0
HGW1B7YZC0,33,127314,51625,776,39,3,24.65,60,0.69,High School,Full-time,Divorced,Yes,No,Auto,Yes,0
SMIALIYNUH,26,147653,238434,691,30,3,5.15,12,0.15,Bachelor's,Full-time,Single,No,No,Home,Yes,0
P6MERMTSYB,29,63678,81578,615,11,3,20.1,24,0.66,Master's,Unemployed,Single,No,Yes,Home,No,0
I2WQQ4Z4ZA,61,128845,229274,511,20,2,23.33,36,0.35,Master's,Unemployed,Single,Yes,No,Other,Yes,0
ZO28BE96KY,55,107060,14754,439,37,3,21.28,36,0.33,Bachelor's,Self-employed,Single,No,Yes,Home,Yes,1
M451WGUEHZ,36,24746,29847,356,26,4,24.64,48,0.64,PhD,Unemployed,Divorced,No,Yes,Home,Yes,0
B0JEITVBZW,24,93659,5363,474,87,3,7.19,48,0.59,Master's,Full-time,Married,No,Yes,Other,Yes,0
DFRIGG7O83,52,73024,186516,644,66,3,17.67,12,0.8,Master's,Unemployed,Single,Yes,Yes,Education,No,0
TI3C8A4UGN,65,145955,128306,378,32,2,22.63,36,0.32,Master's,Part-time,Single,No,Yes,Auto,No,0
KLT43GFYV4,35,69381,76275,342,3,3,18.0,12,0.79,Master's,Unemployed,Divorced,No,Yes,Business,No,1
861FET0VIH,33,89977,162195,767,90,3,23.07,12,0.63,High School,Part-time,Single,Yes,No,Auto,Yes,0
N1O2NQ7L9Z,56,65552,190810,468,24,3,3.46,36,0.16,Master's,Unemployed,Married,Yes,No,Other,No,0
5HJ2R4G0DJ,21,89327,59715,323,64,1,11.3,36,0.87,Master's,Unemployed,Divorced,No,No,Home,No,0
5F9YWX6XSW,42,84223,194976,829,107,1,22.78,36,0.22,Master's,Self-employed,Divorced,Yes,No,Business,Yes,0
KWAA81MRJ4,49,97895,96310,317,105,3,9.23,12,0.56,Master's,Full-time,Married,Yes,No,Auto,No,0
F5AXXSPX19,57,113166,157472,795,68,4,11.99,12,0.22,PhD,Full-time,Married,Yes,No,Home,No,0
O4RW0XQ6RC,30,141353,25679,378,89,1,10.45,36,0.64,Bachelor's,Full-time,Single,Yes,No,Home,No,0
DCKGFO9FM1,62,129950,173701,652,100,1,15.36,12,0.36,Bachelor's,Unemployed,Single,No,No,Business,No,0
CZ67PLV43J,34,130690,183810,421,110,4,13.78,36,0.46,Master's,Unemployed,Married,No,No,Home,No,0
MJ9D9J0OO0,66,51618,223973,754,74,3,2.84,24,0.55,PhD,Self-employed,Single,No,No,Other,No,0
85A0B4J8IE,54,43419,9951,367,85,3,14.97,60,0.53,Bachelor's,Unemployed,Married,No,Yes,Education,Yes,0
EA6R8RZ6SB,23,51266,142399,721,63,4,10.08,36,0.16,PhD,Unemployed,Divorced,No,Yes,Education,No,1
HOVFB0QZAS,36,70454,213722,375,98,4,5.68,12,0.84,PhD,Unemployed,Married,No,No,Auto,Yes,0
Y2SIFNM176,30,64412,35691,596,86,4,5.82,24,0.9,PhD,Part-time,Married,Yes,Yes,Home,Yes,0
BFK01HM2Z7,43,100864,49764,819,119,3,19.61,12,0.74,High School,Self-employed,Single,Yes,No,Education,Yes,0
LCXBG5E1BS,31,86302,39958,739,43,1,14.38,24,0.86,PhD,Self-employed,Married,No,No,Auto,No,0
ATDB9LAZ7K,48,148894,106951,716,32,1,9.24,36,0.42,PhD,Part-time,Divorced,No,No,Auto,No,0
E2TK1DWL7G,21,107898,204426,412,71,4,13.15,24,0.62,High School,Self-employed,Married,No,Yes,Business,Yes,0
M0291OXEF5,56,119203,60575,514,98,2,19.16,12,0.13,High School,Full-time,Married,No,Yes,Business,Yes,0
2O5WNQS86H,25,69719,196998,414,11,2,5.89,24,0.13,High School,Unemployed,Single,No,No,Home,No,1
PTRPQC9960,42,77619,54818,604,104,2,19.36,12,0.88,PhD,Unemployed,Married,No,No,Business,Yes,0
COSRM9JS5Z,30,87953,195056,792,75,4,13.61,60,0.47,High School,Unemployed,Married,Yes,Yes,Other,No,1
XQ5Y4SGPAQ,49,26059,123185,809,95,3,4.28,24,0.85,Master's,Unemployed,Married,Yes,Yes,Education,No,0
8DC1VJ09SP,55,35556,198044,607,89,2,4.24,48,0.6,Master's,Part-time,Married,No,No,Business,Yes,0
JC5J5ZYELZ,55,134768,77952,716,6,1,4.64,36,0.89,Bachelor's,Unemployed,Divorced,Yes,No,Education,Yes,0
PSAR8FONLE,45,92060,78019,741,39,4,19.52,12,0.65,PhD,Part-time,Single,No,No,Education,Yes,0
AJ7Q9ERBN0,47,96535,196960,672,119,3,24.88,60,0.46,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,1
JVCN7IJO8A,20,41174,125622,717,70,1,14.44,60,0.45,High School,Unemployed,Divorced,Yes,No,Business,Yes,0
FE62NRTPVV,45,61667,177517,441,84,1,17.45,12,0.84,Master's,Part-time,Married,No,No,Home,No,0
F9J5WXQ8OF,20,46359,110565,806,103,4,11.72,12,0.3,Bachelor's,Full-time,Single,No,Yes,Education,Yes,0
EY6H5RWYLD,62,40824,181430,516,15,1,17.52,24,0.22,High School,Full-time,Married,No,Yes,Home,No,0
8K4VLTOPSP,51,57082,108971,619,46,4,6.34,48,0.55,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,0
7UH5LC3OBG,33,18728,167666,553,61,4,20.97,36,0.15,Master's,Self-employed,Divorced,No,No,Home,Yes,0
KASGBMIW29,39,109920,215481,770,114,2,22.78,60,0.22,PhD,Self-employed,Divorced,Yes,No,Other,Yes,0
B0T1QIU2CS,49,87186,137446,387,23,3,14.94,60,0.66,Bachelor's,Part-time,Married,Yes,No,Education,Yes,0
H9WXEI07HI,55,65365,189795,449,87,2,22.86,12,0.67,Bachelor's,Full-time,Married,Yes,No,Auto,Yes,0
U8CAM1Q27Z,25,28015,152485,450,51,3,19.72,12,0.38,Bachelor's,Part-time,Married,No,No,Education,No,0
7KNW3VAQNE,25,91614,229744,721,43,3,20.72,60,0.83,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
B0PDUMNX90,23,86498,41129,314,81,3,7.01,12,0.32,Master's,Self-employed,Divorced,Yes,No,Auto,No,1
0SS1QJ5KV7,31,142595,89868,500,38,4,9.54,36,0.21,Master's,Full-time,Married,Yes,No,Other,Yes,0
LUMO279RC8,49,92280,43504,358,45,2,14.9,36,0.64,PhD,Unemployed,Married,No,Yes,Home,No,0
3RUFW0C2FC,52,47847,70671,451,6,4,11.74,24,0.61,Bachelor's,Unemployed,Single,No,Yes,Other,Yes,0
PVDECKGCCK,27,68280,16976,781,23,2,8.05,36,0.14,Master's,Full-time,Married,No,No,Education,No,0
HSLOVSZ2IB,20,49263,227086,753,4,4,13.72,24,0.37,Master's,Part-time,Divorced,Yes,Yes,Home,Yes,0
WPMZU6SFID,29,81596,81398,408,42,3,15.72,24,0.89,Bachelor's,Full-time,Married,Yes,Yes,Business,No,0
IEKWY6BBPS,66,124805,168974,598,101,1,14.03,60,0.7,Master's,Self-employed,Single,No,Yes,Auto,No,0
ZX2OKR40A6,48,22811,32136,712,30,4,16.45,48,0.36,PhD,Unemployed,Single,Yes,Yes,Other,No,0
U65WFFLIKZ,46,35239,105411,407,69,4,21.71,48,0.69,PhD,Unemployed,Married,Yes,No,Home,Yes,0
TVYWMBHT10,22,105988,76600,327,49,2,23.71,48,0.48,PhD,Part-time,Married,Yes,No,Business,No,0
PMCD7WNYHZ,69,138216,147704,335,67,3,14.9,24,0.36,Master's,Part-time,Single,Yes,No,Home,Yes,0
DCBTB2AX2E,42,93372,98171,714,46,1,17.92,48,0.5,Master's,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
VWU51K6HAZ,58,126338,184593,736,22,1,20.28,36,0.25,PhD,Self-employed,Single,No,No,Other,Yes,0
WYA9S61OJU,48,145055,42588,664,19,2,20.91,24,0.86,Bachelor's,Unemployed,Divorced,Yes,No,Other,Yes,1
01SOM8T2LI,38,119282,139595,707,58,3,8.59,12,0.54,Bachelor's,Unemployed,Married,No,No,Auto,No,0
IZJ4GQRIL7,37,28846,54070,682,30,3,5.74,48,0.87,Master's,Unemployed,Married,Yes,No,Auto,Yes,0
VPGALG7N6G,56,67720,166808,521,84,3,19.22,36,0.57,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,0
BT962AXUV7,39,18623,245617,325,79,2,20.87,36,0.79,Master's,Part-time,Single,Yes,No,Education,Yes,1
XHVJDLILQ9,21,30753,35662,709,101,2,9.36,24,0.61,PhD,Full-time,Single,Yes,No,Other,Yes,0
JTG25FT5A8,30,36526,129645,604,87,1,3.13,60,0.15,PhD,Self-employed,Divorced,Yes,No,Business,No,0
VZHL0CEC79,62,108750,27412,353,18,4,4.04,24,0.82,Master's,Full-time,Married,No,No,Auto,Yes,0
3OB4VBALE0,59,130659,213317,727,66,3,24.49,36,0.29,Master's,Unemployed,Divorced,No,No,Business,No,0
WH7B6XUO6N,67,54123,46456,792,91,1,3.98,24,0.22,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,0
40Q86AP9U1,66,141037,51474,731,119,1,10.63,60,0.78,PhD,Part-time,Married,No,Yes,Auto,No,0
QMUGYAGZXB,37,85571,140520,670,36,1,20.7,48,0.79,High School,Unemployed,Single,No,Yes,Home,No,0
1SJZRDFAER,69,29866,52342,649,87,4,3.0,48,0.53,Master's,Self-employed,Divorced,Yes,Yes,Business,Yes,0
G0T5JWDBJO,30,128242,129362,671,46,1,4.93,12,0.73,High School,Part-time,Divorced,No,Yes,Auto,No,0
7O8R0SIWZK,34,36758,36680,503,19,1,17.03,12,0.26,Bachelor's,Unemployed,Single,No,No,Home,Yes,0
VCFIAHCUNI,53,96924,228446,308,67,2,19.33,60,0.57,Bachelor's,Part-time,Single,No,No,Business,Yes,0
O666UIO158,50,114341,192390,508,117,1,19.37,48,0.36,High School,Self-employed,Single,No,Yes,Other,No,0
GW6ISANURV,18,120754,198715,600,6,3,8.64,48,0.59,PhD,Unemployed,Married,No,No,Home,No,0
FWZWYDFWBO,32,96857,173033,839,84,2,14.11,36,0.5,Master's,Unemployed,Single,No,Yes,Auto,Yes,0
RRVJPI42ZN,30,119787,211471,713,3,2,17.3,24,0.83,Master's,Part-time,Divorced,Yes,Yes,Business,No,1
Q1KD02XCJ9,34,121458,45904,363,2,2,23.63,60,0.35,PhD,Part-time,Single,No,Yes,Business,No,0
NC7SILWANY,41,18492,184778,813,27,2,11.89,24,0.3,Master's,Part-time,Divorced,No,Yes,Education,Yes,1
RRG9JJV5BM,25,120237,86074,648,15,4,10.36,48,0.38,High School,Part-time,Married,Yes,Yes,Auto,Yes,0
4XW9IT3F2D,67,145435,94956,397,15,3,21.54,48,0.5,Master's,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
ARKH29EXVN,44,45996,180560,773,85,2,8.98,48,0.38,Bachelor's,Self-employed,Single,No,Yes,Business,No,0
6G9TF1CQM5,62,54773,232683,751,22,1,12.87,36,0.46,PhD,Unemployed,Divorced,No,Yes,Education,Yes,0
MNXINAW2T3,40,145233,121123,521,73,3,23.97,48,0.62,Master's,Part-time,Divorced,No,Yes,Business,No,0
XJ6GA4GW4D,63,118956,64304,393,84,2,21.76,60,0.11,PhD,Self-employed,Divorced,No,No,Auto,No,1
Q9P5DRF57O,25,103863,51159,591,72,4,12.48,48,0.9,Master's,Part-time,Divorced,No,No,Education,Yes,0
SQTPLWGDZL,25,88805,206249,741,12,1,19.59,24,0.47,Bachelor's,Part-time,Single,No,Yes,Business,Yes,0
V8LT2IR5H8,43,24995,170649,458,50,3,15.81,60,0.64,Master's,Part-time,Divorced,Yes,No,Business,No,1
VXDE2HISR2,64,129180,98001,329,43,2,21.42,36,0.4,Master's,Part-time,Divorced,No,Yes,Auto,Yes,0
KMSOINBCSO,30,136331,116740,623,61,1,3.88,36,0.15,Bachelor's,Self-employed,Divorced,Yes,No,Auto,Yes,0
NMJ9RIB8PC,56,109101,13805,534,77,2,19.49,60,0.39,Bachelor's,Unemployed,Married,Yes,No,Education,Yes,0
V9CEVZXMWX,54,146242,126402,760,18,3,20.65,60,0.51,Master's,Self-employed,Single,No,Yes,Education,Yes,0
WEP6SQ3NL5,66,112994,126647,608,105,4,17.42,12,0.74,High School,Part-time,Divorced,No,Yes,Home,Yes,0
7XJGMPICM9,45,30694,140511,439,55,3,2.08,48,0.13,PhD,Full-time,Married,Yes,Yes,Auto,No,0
N403FMLTIB,42,71441,87383,480,78,2,10.07,60,0.44,Bachelor's,Part-time,Single,Yes,Yes,Education,No,0
5FZLCAP7N4,33,37282,199450,668,6,4,10.81,24,0.62,PhD,Part-time,Married,No,Yes,Home,Yes,0
0VA7U37D0A,19,119475,209474,493,94,4,7.92,12,0.69,High School,Unemployed,Single,Yes,Yes,Education,Yes,0
LM7ANKEK8D,35,58808,222491,766,3,1,2.17,12,0.89,PhD,Full-time,Divorced,Yes,No,Other,No,0
QE15I2GORM,34,132583,127366,633,16,1,23.06,24,0.36,High School,Unemployed,Divorced,Yes,No,Education,Yes,0
B9C76AN5EU,47,93591,185299,332,16,2,23.37,24,0.58,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,0
JCMY3YN920,56,121349,244446,623,61,2,7.3,12,0.12,Master's,Unemployed,Divorced,No,No,Auto,Yes,0
ZTN6XG3GEK,30,63204,85519,699,95,2,12.44,12,0.16,High School,Unemployed,Married,Yes,Yes,Business,Yes,0
PUSPA0H4SE,49,70976,45024,720,14,4,2.15,48,0.31,PhD,Part-time,Married,No,No,Education,No,0
M5STCMBM2J,67,57943,233238,724,97,2,4.18,36,0.5,Master's,Unemployed,Married,Yes,Yes,Auto,Yes,0
9CMSA2I0CT,46,145970,196061,820,85,1,3.32,12,0.86,High School,Part-time,Married,Yes,Yes,Home,No,0
BBRGEQL6LB,63,132376,69207,389,73,3,22.39,60,0.29,High School,Part-time,Married,Yes,No,Other,No,0
6YO0N0AG8W,47,98400,158731,606,46,1,23.9,48,0.14,High School,Self-employed,Single,Yes,No,Auto,No,0
UFOUAPUGR5,35,91222,50939,598,109,4,13.73,24,0.83,Master's,Full-time,Single,Yes,No,Business,No,0
